term_id	exclusion_reason
NCIT:C225070	MONDO:excludeNonDisease
NCIT:C225071	MONDO:excludeNonDisease
NCIT:C225072	MONDO:excludeNonDisease
NCIT:C225073	MONDO:excludeNonDisease
NCIT:C225074	MONDO:excludeNonDisease
NCIT:C225075	MONDO:excludeNonDisease
NCIT:C225076	MONDO:excludeNonDisease
NCIT:C225077	MONDO:excludeNonDisease
NCIT:C225078	MONDO:excludeNonDisease
NCIT:C225079	MONDO:excludeNonDisease
NCIT:C22508	MONDO:excludeNonDisease
NCIT:C225080	MONDO:excludeNonDisease
NCIT:C225081	MONDO:excludeNonDisease
NCIT:C225082	MONDO:excludeNonDisease
NCIT:C225083	MONDO:excludeNonDisease
NCIT:C225084	MONDO:excludeNonDisease
NCIT:C225085	MONDO:excludeNonDisease
NCIT:C225086	MONDO:excludeNonDisease
NCIT:C225087	MONDO:excludeNonDisease
NCIT:C225088	MONDO:excludeNonDisease
NCIT:C225089	MONDO:excludeNonDisease
NCIT:C22509	MONDO:excludeNonDisease
NCIT:C225090	MONDO:excludeNonDisease
NCIT:C225091	MONDO:excludeNonDisease
NCIT:C225092	MONDO:excludeNonDisease
NCIT:C225093	MONDO:excludeNonDisease
NCIT:C225094	MONDO:excludeNonDisease
NCIT:C225095	MONDO:excludeNonDisease
NCIT:C225096	MONDO:excludeNonDisease
NCIT:C225097	MONDO:excludeNonDisease
NCIT:C225098	MONDO:excludeNonDisease
NCIT:C225099	MONDO:excludeNonDisease
NCIT:C2251	MONDO:excludeNonDisease
NCIT:C22510	MONDO:excludeNonDisease
NCIT:C225100	MONDO:excludeNonDisease
NCIT:C225101	MONDO:excludeNonDisease
NCIT:C225102	MONDO:excludeNonDisease
NCIT:C225103	MONDO:excludeNonDisease
NCIT:C225104	MONDO:excludeNonDisease
NCIT:C225105	MONDO:excludeNonDisease
NCIT:C225106	MONDO:excludeNonDisease
NCIT:C225107	MONDO:excludeNonDisease
NCIT:C225108	MONDO:excludeNonDisease
NCIT:C225109	MONDO:excludeNonDisease
NCIT:C22511	MONDO:excludeNonDisease
NCIT:C225110	MONDO:excludeNonDisease
NCIT:C225111	MONDO:excludeNonDisease
NCIT:C225112	MONDO:excludeNonDisease
NCIT:C225113	MONDO:excludeNonDisease
NCIT:C225114	MONDO:excludeNonDisease
NCIT:C225115	MONDO:excludeNonDisease
NCIT:C225116	MONDO:excludeNonDisease
NCIT:C225117	MONDO:excludeNonDisease
NCIT:C225118	MONDO:excludeNonDisease
NCIT:C225119	MONDO:excludeNonDisease
NCIT:C22512	MONDO:excludeNonDisease
NCIT:C225120	MONDO:excludeNonDisease
NCIT:C225121	MONDO:excludeNonDisease
NCIT:C225122	MONDO:excludeNonDisease
NCIT:C225123	MONDO:excludeNonDisease
NCIT:C225124	MONDO:excludeNonDisease
NCIT:C225125	MONDO:excludeNonDisease
NCIT:C225126	MONDO:excludeNonDisease
NCIT:C225127	MONDO:excludeNonDisease
NCIT:C225128	MONDO:excludeNonDisease
NCIT:C225129	MONDO:excludeNonDisease
NCIT:C22513	MONDO:excludeNonDisease
NCIT:C225130	MONDO:excludeNonDisease
NCIT:C225131	MONDO:excludeNonDisease
NCIT:C225132	MONDO:excludeNonDisease
NCIT:C225133	MONDO:excludeNonDisease
NCIT:C225134	MONDO:excludeNonDisease
NCIT:C225135	MONDO:excludeNonDisease
NCIT:C225136	MONDO:excludeNonDisease
NCIT:C225137	MONDO:excludeNonDisease
NCIT:C225138	MONDO:excludeNonDisease
NCIT:C225139	MONDO:excludeNonDisease
NCIT:C22514	MONDO:excludeNonDisease
NCIT:C225140	MONDO:excludeNonDisease
NCIT:C225141	MONDO:excludeNonDisease
NCIT:C225142	MONDO:excludeNonDisease
NCIT:C225143	MONDO:excludeNonDisease
NCIT:C225144	MONDO:excludeNonDisease
NCIT:C225145	MONDO:excludeNonDisease
NCIT:C225146	MONDO:excludeNonDisease
NCIT:C225147	MONDO:excludeNonDisease
NCIT:C225148	MONDO:excludeNonDisease
NCIT:C225149	MONDO:excludeNonDisease
NCIT:C22515	MONDO:excludeNonDisease
NCIT:C225150	MONDO:excludeNonDisease
NCIT:C225151	MONDO:excludeNonDisease
NCIT:C225152	MONDO:excludeNonDisease
NCIT:C225153	MONDO:excludeNonDisease
NCIT:C225154	MONDO:excludeNonDisease
NCIT:C225155	MONDO:excludeNonDisease
NCIT:C225156	MONDO:excludeNonDisease
NCIT:C225157	MONDO:excludeNonDisease
NCIT:C225158	MONDO:excludeNonDisease
NCIT:C225159	MONDO:excludeNonDisease
NCIT:C22516	MONDO:excludeNonDisease
NCIT:C225160	MONDO:excludeNonDisease
NCIT:C225161	MONDO:excludeNonDisease
NCIT:C225162	MONDO:excludeNonDisease
NCIT:C225163	MONDO:excludeNonDisease
NCIT:C225164	MONDO:excludeNonDisease
NCIT:C225165	MONDO:excludeNonDisease
NCIT:C225166	MONDO:excludeNonDisease
NCIT:C225167	MONDO:excludeNonDisease
NCIT:C225168	MONDO:excludeNonDisease
NCIT:C225169	MONDO:excludeNonDisease
NCIT:C22517	MONDO:excludeNonDisease
NCIT:C225170	MONDO:excludeNonDisease
NCIT:C225171	MONDO:excludeNonDisease
NCIT:C225172	MONDO:excludeNonDisease
NCIT:C225173	MONDO:excludeNonDisease
NCIT:C225174	MONDO:excludeNonDisease
NCIT:C225175	MONDO:excludeNonDisease
NCIT:C225176	MONDO:excludeNonDisease
NCIT:C225177	MONDO:excludeNonDisease
NCIT:C225178	MONDO:excludeNonDisease
NCIT:C225179	MONDO:excludeNonDisease
NCIT:C22518	MONDO:excludeNonDisease
NCIT:C225180	MONDO:excludeNonDisease
NCIT:C225181	MONDO:excludeNonDisease
NCIT:C225182	MONDO:excludeNonDisease
NCIT:C225183	MONDO:excludeNonDisease
NCIT:C225184	MONDO:excludeNonDisease
NCIT:C225185	MONDO:excludeNonDisease
NCIT:C225186	MONDO:excludeNonDisease
NCIT:C225187	MONDO:excludeNonDisease
NCIT:C225188	MONDO:excludeNonDisease
NCIT:C225189	MONDO:excludeNonDisease
NCIT:C22519	MONDO:excludeNonDisease
NCIT:C225190	MONDO:excludeNonDisease
NCIT:C225191	MONDO:excludeNonDisease
NCIT:C225192	MONDO:excludeNonDisease
NCIT:C225193	MONDO:excludeNonDisease
NCIT:C225194	MONDO:excludeNonDisease
NCIT:C225195	MONDO:excludeNonDisease
NCIT:C225196	MONDO:excludeNonDisease
NCIT:C225197	MONDO:excludeNonDisease
NCIT:C225198	MONDO:excludeNonDisease
NCIT:C225199	MONDO:excludeNonDisease
NCIT:C2252	MONDO:excludeNonDisease
NCIT:C22520	MONDO:excludeNonDisease
NCIT:C225200	MONDO:excludeNonDisease
NCIT:C225201	MONDO:excludeNonDisease
NCIT:C225202	MONDO:excludeNonDisease
NCIT:C225203	MONDO:excludeNonDisease
NCIT:C225204	MONDO:excludeNonDisease
NCIT:C225205	MONDO:excludeNonDisease
NCIT:C225206	MONDO:excludeNonDisease
NCIT:C225207	MONDO:excludeNonDisease
NCIT:C225208	MONDO:excludeNonDisease
NCIT:C225209	MONDO:excludeNonDisease
NCIT:C22521	MONDO:excludeNonDisease
NCIT:C225210	MONDO:excludeNonDisease
NCIT:C225211	MONDO:excludeNonDisease
NCIT:C225212	MONDO:excludeNonDisease
NCIT:C225213	MONDO:excludeNonDisease
NCIT:C225214	MONDO:excludeNonDisease
NCIT:C225215	MONDO:excludeNonDisease
NCIT:C225216	MONDO:excludeNonDisease
NCIT:C225217	MONDO:excludeNonDisease
NCIT:C225218	MONDO:excludeNonDisease
NCIT:C225219	MONDO:excludeNonDisease
NCIT:C22522	MONDO:excludeNonDisease
NCIT:C225220	MONDO:excludeNonDisease
NCIT:C225221	MONDO:excludeNonDisease
NCIT:C225222	MONDO:excludeNonDisease
NCIT:C225223	MONDO:excludeNonDisease
NCIT:C225224	MONDO:excludeNonDisease
NCIT:C225225	MONDO:excludeNonDisease
NCIT:C225226	MONDO:excludeNonDisease
NCIT:C225227	MONDO:excludeNonDisease
NCIT:C225228	MONDO:excludeNonDisease
NCIT:C225229	MONDO:excludeNonDisease
NCIT:C22523	MONDO:excludeNonDisease
NCIT:C225230	MONDO:excludeNonDisease
NCIT:C225231	MONDO:excludeNonDisease
NCIT:C225232	MONDO:excludeNonDisease
NCIT:C225233	MONDO:excludeNonDisease
NCIT:C225234	MONDO:excludeNonDisease
NCIT:C225235	MONDO:excludeNonDisease
NCIT:C225236	MONDO:excludeNonDisease
NCIT:C225237	MONDO:excludeNonDisease
NCIT:C225238	MONDO:excludeNonDisease
NCIT:C225239	MONDO:excludeNonDisease
NCIT:C22524	MONDO:excludeNonDisease
NCIT:C225240	MONDO:excludeNonDisease
NCIT:C225241	MONDO:excludeNonDisease
NCIT:C225242	MONDO:excludeNonDisease
NCIT:C225243	MONDO:excludeNonDisease
NCIT:C225244	MONDO:excludeNonDisease
NCIT:C225245	MONDO:excludeNonDisease
NCIT:C225246	MONDO:excludeNonDisease
NCIT:C225247	MONDO:excludeNonDisease
NCIT:C225248	MONDO:excludeNonDisease
NCIT:C225249	MONDO:excludeNonDisease
NCIT:C22525	MONDO:excludeNonDisease
NCIT:C225250	MONDO:excludeNonDisease
NCIT:C225252	MONDO:excludeNonDisease
NCIT:C225253	MONDO:excludeNonDisease
NCIT:C225254	MONDO:excludeNonDisease
NCIT:C225255	MONDO:excludeNonDisease
NCIT:C225256	MONDO:excludeNonDisease
NCIT:C225257	MONDO:excludeNonDisease
NCIT:C225258	MONDO:excludeNonDisease
NCIT:C225259	MONDO:excludeNonDisease
NCIT:C22526	MONDO:excludeNonDisease
NCIT:C225260	MONDO:excludeNonDisease
NCIT:C225261	MONDO:excludeNonDisease
NCIT:C225262	MONDO:excludeNonDisease
NCIT:C225263	MONDO:excludeNonDisease
NCIT:C225264	MONDO:excludeNonDisease
NCIT:C225265	MONDO:excludeNonDisease
NCIT:C225266	MONDO:excludeNonDisease
NCIT:C225267	MONDO:excludeNonDisease
NCIT:C225268	MONDO:excludeNonDisease
NCIT:C225269	MONDO:excludeNonDisease
NCIT:C22527	MONDO:excludeNonDisease
NCIT:C225270	MONDO:excludeNonDisease
NCIT:C225271	MONDO:excludeNonDisease
NCIT:C225272	MONDO:excludeNonDisease
NCIT:C225273	MONDO:excludeNonDisease
NCIT:C225274	MONDO:excludeNonDisease
NCIT:C225275	MONDO:excludeNonDisease
NCIT:C225276	MONDO:excludeNonDisease
NCIT:C225277	MONDO:excludeNonDisease
NCIT:C225278	MONDO:excludeNonDisease
NCIT:C225279	MONDO:excludeNonDisease
NCIT:C22528	MONDO:excludeNonDisease
NCIT:C225280	MONDO:excludeNonDisease
NCIT:C225281	MONDO:excludeNonDisease
NCIT:C225282	MONDO:excludeNonDisease
NCIT:C225283	MONDO:excludeNonDisease
NCIT:C225284	MONDO:excludeNonDisease
NCIT:C225285	MONDO:excludeNonDisease
NCIT:C225286	MONDO:excludeNonDisease
NCIT:C225287	MONDO:excludeNonDisease
NCIT:C225288	MONDO:excludeNonDisease
NCIT:C225289	MONDO:excludeNonDisease
NCIT:C22529	MONDO:excludeNonDisease
NCIT:C225290	MONDO:excludeNonDisease
NCIT:C225291	MONDO:excludeNonDisease
NCIT:C225292	MONDO:excludeNonDisease
NCIT:C225293	MONDO:excludeNonDisease
NCIT:C225294	MONDO:excludeNonDisease
NCIT:C225295	MONDO:excludeNonDisease
NCIT:C225296	MONDO:excludeNonDisease
NCIT:C225297	MONDO:excludeNonDisease
NCIT:C225298	MONDO:excludeNonDisease
NCIT:C225299	MONDO:excludeNonDisease
NCIT:C2253	MONDO:excludeNonDisease
NCIT:C22530	MONDO:excludeNonDisease
NCIT:C225300	MONDO:excludeNonDisease
NCIT:C225301	MONDO:excludeNonDisease
NCIT:C225302	MONDO:excludeNonDisease
NCIT:C225303	MONDO:excludeNonDisease
NCIT:C225304	MONDO:excludeNonDisease
NCIT:C225305	MONDO:excludeNonDisease
NCIT:C225306	MONDO:excludeNonDisease
NCIT:C225307	MONDO:excludeNonDisease
NCIT:C225308	MONDO:excludeNonDisease
NCIT:C225309	MONDO:excludeNonDisease
NCIT:C22531	MONDO:excludeNonDisease
NCIT:C225310	MONDO:excludeNonDisease
NCIT:C225311	MONDO:excludeNonDisease
NCIT:C225312	MONDO:excludeNonDisease
NCIT:C225313	MONDO:excludeNonDisease
NCIT:C225314	MONDO:excludeNonDisease
NCIT:C225315	MONDO:excludeNonDisease
NCIT:C225316	MONDO:excludeNonDisease
NCIT:C225318	MONDO:excludeNonDisease
NCIT:C225319	MONDO:excludeNonDisease
NCIT:C22532	MONDO:excludeNonDisease
NCIT:C225320	MONDO:excludeNonDisease
NCIT:C225321	MONDO:excludeNonDisease
NCIT:C225322	MONDO:excludeNonDisease
NCIT:C225323	MONDO:excludeNonDisease
NCIT:C225324	MONDO:excludeNonDisease
NCIT:C22533	MONDO:excludeNonDisease
NCIT:C22534	MONDO:excludeNonDisease
NCIT:C22535	MONDO:excludeNonDisease
NCIT:C22536	MONDO:excludeNonDisease
NCIT:C22537	MONDO:excludeNonDisease
NCIT:C22538	MONDO:excludeNonDisease
NCIT:C22539	MONDO:excludeNonDisease
NCIT:C2254	MONDO:excludeNonDisease
NCIT:C22540	MONDO:excludeNonDisease
NCIT:C22541	MONDO:excludeNonDisease
NCIT:C22542	MONDO:excludeNonDisease
NCIT:C22543	MONDO:excludeNonDisease
NCIT:C22544	MONDO:excludeNonDisease
NCIT:C22545	MONDO:excludeNonDisease
NCIT:C22546	MONDO:excludeNonDisease
NCIT:C22547	MONDO:excludeNonDisease
NCIT:C22548	MONDO:excludeNonDisease
NCIT:C22549	MONDO:excludeNonDisease
NCIT:C2255	MONDO:excludeNonDisease
NCIT:C22550	MONDO:excludeNonDisease
NCIT:C22551	MONDO:excludeNonDisease
NCIT:C22552	MONDO:excludeNonDisease
NCIT:C22553	MONDO:excludeNonDisease
NCIT:C22554	MONDO:excludeNonDisease
NCIT:C22555	MONDO:excludeNonDisease
NCIT:C22556	MONDO:excludeNonDisease
NCIT:C22557	MONDO:excludeNonDisease
NCIT:C22558	MONDO:excludeNonDisease
NCIT:C22559	MONDO:excludeNonDisease
NCIT:C2256	MONDO:excludeNonDisease
NCIT:C22560	MONDO:excludeNonDisease
NCIT:C22561	MONDO:excludeNonDisease
NCIT:C22562	MONDO:excludeNonDisease
NCIT:C22563	MONDO:excludeNonDisease
NCIT:C22564	MONDO:excludeNonDisease
NCIT:C22565	MONDO:excludeNonDisease
NCIT:C22566	MONDO:excludeNonDisease
NCIT:C22567	MONDO:excludeNonDisease
NCIT:C22568	MONDO:excludeNonDisease
NCIT:C22569	MONDO:excludeNonDisease
NCIT:C2257	MONDO:excludeNonDisease
NCIT:C22570	MONDO:excludeNonDisease
NCIT:C22571	MONDO:excludeNonDisease
NCIT:C22572	MONDO:excludeNonDisease
NCIT:C22573	MONDO:excludeNonDisease
NCIT:C22574	MONDO:excludeNonDisease
NCIT:C22575	MONDO:excludeNonDisease
NCIT:C22576	MONDO:excludeNonDisease
NCIT:C22577	MONDO:excludeNonDisease
NCIT:C22578	MONDO:excludeNonDisease
NCIT:C22579	MONDO:excludeNonDisease
NCIT:C22580	MONDO:excludeNonDisease
NCIT:C22581	MONDO:excludeNonDisease
NCIT:C22582	MONDO:excludeNonDisease
NCIT:C22583	MONDO:excludeNonDisease
NCIT:C22584	MONDO:excludeNonDisease
NCIT:C22585	MONDO:excludeNonDisease
NCIT:C22586	MONDO:excludeNonDisease
NCIT:C22587	MONDO:excludeNonDisease
NCIT:C22588	MONDO:excludeNonDisease
NCIT:C22589	MONDO:excludeNonDisease
NCIT:C2259	MONDO:excludeNonDisease
NCIT:C22590	MONDO:excludeNonDisease
NCIT:C22591	MONDO:excludeNonDisease
NCIT:C22592	MONDO:excludeNonDisease
NCIT:C22593	MONDO:excludeNonDisease
NCIT:C22594	MONDO:excludeNonDisease
NCIT:C22595	MONDO:excludeNonDisease
NCIT:C22596	MONDO:excludeNonDisease
NCIT:C22597	MONDO:excludeNonDisease
NCIT:C22598	MONDO:excludeNonDisease
NCIT:C22599	MONDO:excludeNonDisease
NCIT:C226	MONDO:excludeNonDisease
NCIT:C2260	MONDO:excludeNonDisease
NCIT:C22600	MONDO:excludeNonDisease
NCIT:C22601	MONDO:excludeNonDisease
NCIT:C22602	MONDO:excludeNonDisease
NCIT:C22603	MONDO:excludeNonDisease
NCIT:C22604	MONDO:excludeNonDisease
NCIT:C22605	MONDO:excludeNonDisease
NCIT:C22606	MONDO:excludeNonDisease
NCIT:C22607	MONDO:excludeNonDisease
NCIT:C22608	MONDO:excludeNonDisease
NCIT:C22609	MONDO:excludeNonDisease
NCIT:C2261	MONDO:excludeNonDisease
NCIT:C22610	MONDO:excludeNonDisease
NCIT:C22611	MONDO:excludeNonDisease
NCIT:C22612	MONDO:excludeNonDisease
NCIT:C22613	MONDO:excludeNonDisease
NCIT:C22614	MONDO:excludeNonDisease
NCIT:C22615	MONDO:excludeNonDisease
NCIT:C22616	MONDO:excludeNonDisease
NCIT:C22617	MONDO:excludeNonDisease
NCIT:C22618	MONDO:excludeNonDisease
NCIT:C22619	MONDO:excludeNonDisease
NCIT:C2262	MONDO:excludeNonDisease
NCIT:C22620	MONDO:excludeNonDisease
NCIT:C22621	MONDO:excludeNonDisease
NCIT:C22622	MONDO:excludeNonDisease
NCIT:C22623	MONDO:excludeNonDisease
NCIT:C22624	MONDO:excludeNonDisease
NCIT:C22625	MONDO:excludeNonDisease
NCIT:C22626	MONDO:excludeNonDisease
NCIT:C22627	MONDO:excludeNonDisease
NCIT:C22628	MONDO:excludeNonDisease
NCIT:C22629	MONDO:excludeNonDisease
NCIT:C2263	MONDO:excludeNonDisease
NCIT:C22630	MONDO:excludeNonDisease
NCIT:C22631	MONDO:excludeNonDisease
NCIT:C22632	MONDO:excludeNonDisease
NCIT:C22634	MONDO:excludeNonDisease
NCIT:C22635	MONDO:excludeNonDisease
NCIT:C22636	MONDO:excludeNonDisease
NCIT:C22637	MONDO:excludeNonDisease
NCIT:C22638	MONDO:excludeNonDisease
NCIT:C22639	MONDO:excludeNonDisease
NCIT:C2264	MONDO:excludeNonDisease
NCIT:C22640	MONDO:excludeNonDisease
NCIT:C22641	MONDO:excludeNonDisease
NCIT:C22642	MONDO:excludeNonDisease
NCIT:C22643	MONDO:excludeNonDisease
NCIT:C22644	MONDO:excludeNonDisease
NCIT:C22645	MONDO:excludeNonDisease
NCIT:C22646	MONDO:excludeNonDisease
NCIT:C22647	MONDO:excludeNonDisease
NCIT:C22648	MONDO:excludeNonDisease
NCIT:C22649	MONDO:excludeNonDisease
NCIT:C2265	MONDO:excludeNonDisease
NCIT:C22650	MONDO:excludeNonDisease
NCIT:C22651	MONDO:excludeNonDisease
NCIT:C22652	MONDO:excludeNonDisease
NCIT:C22653	MONDO:excludeNonDisease
NCIT:C22654	MONDO:excludeNonDisease
NCIT:C22655	MONDO:excludeNonDisease
NCIT:C22656	MONDO:excludeNonDisease
NCIT:C22657	MONDO:excludeNonDisease
NCIT:C22658	MONDO:excludeNonDisease
NCIT:C22659	MONDO:excludeNonDisease
NCIT:C2266	MONDO:excludeNonDisease
NCIT:C22660	MONDO:excludeNonDisease
NCIT:C22661	MONDO:excludeNonDisease
NCIT:C22662	MONDO:excludeNonDisease
NCIT:C22663	MONDO:excludeNonDisease
NCIT:C22664	MONDO:excludeNonDisease
NCIT:C22665	MONDO:excludeNonDisease
NCIT:C22666	MONDO:excludeNonDisease
NCIT:C22667	MONDO:excludeNonDisease
NCIT:C22668	MONDO:excludeNonDisease
NCIT:C22669	MONDO:excludeNonDisease
NCIT:C2267	MONDO:excludeNonDisease
NCIT:C22670	MONDO:excludeNonDisease
NCIT:C22671	MONDO:excludeNonDisease
NCIT:C22672	MONDO:excludeNonDisease
NCIT:C22673	MONDO:excludeNonDisease
NCIT:C22674	MONDO:excludeNonDisease
NCIT:C22675	MONDO:excludeNonDisease
NCIT:C22676	MONDO:excludeNonDisease
NCIT:C22677	MONDO:excludeNonDisease
NCIT:C22678	MONDO:excludeNonDisease
NCIT:C22679	MONDO:excludeNonDisease
NCIT:C2268	MONDO:excludeNonDisease
NCIT:C22680	MONDO:excludeNonDisease
NCIT:C22681	MONDO:excludeNonDisease
NCIT:C22682	MONDO:excludeNonDisease
NCIT:C22683	MONDO:excludeNonDisease
NCIT:C22684	MONDO:excludeNonDisease
NCIT:C22685	MONDO:excludeNonDisease
NCIT:C22686	MONDO:excludeNonDisease
NCIT:C22687	MONDO:excludeNonDisease
NCIT:C22688	MONDO:excludeNonDisease
NCIT:C22689	MONDO:excludeNonDisease
NCIT:C2269	MONDO:excludeNonDisease
NCIT:C22690	MONDO:excludeNonDisease
NCIT:C22691	MONDO:excludeNonDisease
NCIT:C22692	MONDO:excludeNonDisease
NCIT:C22693	MONDO:excludeNonDisease
NCIT:C22694	MONDO:excludeNonDisease
NCIT:C22695	MONDO:excludeNonDisease
NCIT:C22696	MONDO:excludeNonDisease
NCIT:C22697	MONDO:excludeNonDisease
NCIT:C22698	MONDO:excludeNonDisease
NCIT:C22699	MONDO:excludeNonDisease
NCIT:C227	MONDO:excludeNonDisease
NCIT:C2270	MONDO:excludeNonDisease
NCIT:C22700	MONDO:excludeNonDisease
NCIT:C22701	MONDO:excludeNonDisease
NCIT:C22702	MONDO:excludeNonDisease
NCIT:C22703	MONDO:excludeNonDisease
NCIT:C22704	MONDO:excludeNonDisease
NCIT:C22705	MONDO:excludeNonDisease
NCIT:C22706	MONDO:excludeNonDisease
NCIT:C22707	MONDO:excludeNonDisease
NCIT:C22708	MONDO:excludeNonDisease
NCIT:C22709	MONDO:excludeNonDisease
NCIT:C2271	MONDO:excludeNonDisease
NCIT:C22710	MONDO:excludeNonDisease
NCIT:C22711	MONDO:excludeNonDisease
NCIT:C22712	MONDO:excludeNonDisease
NCIT:C22713	MONDO:excludeNonDisease
NCIT:C22714	MONDO:excludeNonDisease
NCIT:C22715	MONDO:excludeNonDisease
NCIT:C22716	MONDO:excludeNonDisease
NCIT:C22717	MONDO:excludeNonDisease
NCIT:C22718	MONDO:excludeNonDisease
NCIT:C22719	MONDO:excludeNonDisease
NCIT:C2272	MONDO:excludeNonDisease
NCIT:C22720	MONDO:excludeNonDisease
NCIT:C22721	MONDO:excludeNonDisease
NCIT:C22722	MONDO:excludeNonDisease
NCIT:C22723	MONDO:excludeNonDisease
NCIT:C22724	MONDO:excludeNonDisease
NCIT:C22725	MONDO:excludeNonDisease
NCIT:C22726	MONDO:excludeNonDisease
NCIT:C22727	MONDO:excludeNonDisease
NCIT:C22728	MONDO:excludeNonDisease
NCIT:C22729	MONDO:excludeNonDisease
NCIT:C2273	MONDO:excludeNonDisease
NCIT:C22730	MONDO:excludeNonDisease
NCIT:C22731	MONDO:excludeNonDisease
NCIT:C22732	MONDO:excludeNonDisease
NCIT:C22733	MONDO:excludeNonDisease
NCIT:C22734	MONDO:excludeNonDisease
NCIT:C22735	MONDO:excludeNonDisease
NCIT:C22736	MONDO:excludeNonDisease
NCIT:C22737	MONDO:excludeNonDisease
NCIT:C22738	MONDO:excludeNonDisease
NCIT:C22739	MONDO:excludeNonDisease
NCIT:C2274	MONDO:excludeNonDisease
NCIT:C22740	MONDO:excludeNonDisease
NCIT:C2275	MONDO:excludeNonDisease
NCIT:C2276	MONDO:excludeNonDisease
NCIT:C2277	MONDO:excludeNonDisease
NCIT:C2278	MONDO:excludeNonDisease
NCIT:C2279	MONDO:excludeNonDisease
NCIT:C228	MONDO:excludeNonDisease
NCIT:C2280	MONDO:excludeNonDisease
NCIT:C2281	MONDO:excludeNonDisease
NCIT:C2282	MONDO:excludeNonDisease
NCIT:C2283	MONDO:excludeNonDisease
NCIT:C2284	MONDO:excludeNonDisease
NCIT:C2285	MONDO:excludeNonDisease
NCIT:C2288	MONDO:excludeNonDisease
NCIT:C2289	MONDO:excludeNonDisease
NCIT:C229	MONDO:excludeNonDisease
NCIT:C2290	MONDO:excludeNonDisease
NCIT:C2291	MONDO:excludeNonDisease
NCIT:C2292	MONDO:excludeNonDisease
NCIT:C2293	MONDO:excludeNonDisease
NCIT:C2294	MONDO:excludeNonDisease
NCIT:C2295	MONDO:excludeNonDisease
NCIT:C2296	MONDO:excludeNonDisease
NCIT:C2297	MONDO:excludeNonDisease
NCIT:C2298	MONDO:excludeNonDisease
NCIT:C2299	MONDO:excludeNonDisease
NCIT:C230	MONDO:excludeNonDisease
NCIT:C2300	MONDO:excludeNonDisease
NCIT:C2301	MONDO:excludeNonDisease
NCIT:C23010	MONDO:excludeNonDisease
NCIT:C23011	MONDO:excludeNonDisease
NCIT:C23012	MONDO:excludeNonDisease
NCIT:C23013	MONDO:excludeNonDisease
NCIT:C23014	MONDO:excludeNonDisease
NCIT:C23015	MONDO:excludeNonDisease
NCIT:C23016	MONDO:excludeNonDisease
NCIT:C23017	MONDO:excludeNonDisease
NCIT:C23018	MONDO:excludeNonDisease
NCIT:C23019	MONDO:excludeNonDisease
NCIT:C2302	MONDO:excludeNonDisease
NCIT:C23020	MONDO:excludeNonDisease
NCIT:C23021	MONDO:excludeNonDisease
NCIT:C23022	MONDO:excludeNonDisease
NCIT:C23023	MONDO:excludeNonDisease
NCIT:C23024	MONDO:excludeNonDisease
NCIT:C23025	MONDO:excludeNonDisease
NCIT:C23026	MONDO:excludeNonDisease
NCIT:C23027	MONDO:excludeNonDisease
NCIT:C23028	MONDO:excludeNonDisease
NCIT:C23029	MONDO:excludeNonDisease
NCIT:C2303	MONDO:excludeNonDisease
NCIT:C23030	MONDO:excludeNonDisease
NCIT:C23031	MONDO:excludeNonDisease
NCIT:C23032	MONDO:excludeNonDisease
NCIT:C23033	MONDO:excludeNonDisease
NCIT:C23034	MONDO:excludeNonDisease
NCIT:C23035	MONDO:excludeNonDisease
NCIT:C23036	MONDO:excludeNonDisease
NCIT:C23038	MONDO:excludeNonDisease
NCIT:C23039	MONDO:excludeNonDisease
NCIT:C2304	MONDO:excludeNonDisease
NCIT:C23040	MONDO:excludeNonDisease
NCIT:C23041	MONDO:excludeNonDisease
NCIT:C23042	MONDO:excludeNonDisease
NCIT:C23043	MONDO:excludeNonDisease
NCIT:C23044	MONDO:excludeNonDisease
NCIT:C2305	MONDO:excludeNonDisease
NCIT:C2306	MONDO:excludeNonDisease
NCIT:C2308	MONDO:excludeNonDisease
NCIT:C2309	MONDO:excludeNonDisease
NCIT:C231	MONDO:excludeNonDisease
NCIT:C2310	MONDO:excludeNonDisease
NCIT:C2311	MONDO:excludeNonDisease
NCIT:C2313	MONDO:excludeNonDisease
NCIT:C2315	MONDO:excludeNonDisease
NCIT:C2317	MONDO:excludeNonDisease
NCIT:C2318	MONDO:excludeNonDisease
NCIT:C2319	MONDO:excludeNonDisease
NCIT:C232	MONDO:excludeNonDisease
NCIT:C2320	MONDO:excludeNonDisease
NCIT:C2321	MONDO:excludeNonDisease
NCIT:C2322	MONDO:excludeNonDisease
NCIT:C2323	MONDO:excludeNonDisease
NCIT:C2324	MONDO:excludeNonDisease
NCIT:C2325	MONDO:excludeNonDisease
NCIT:C2326	MONDO:excludeNonDisease
NCIT:C2327	MONDO:excludeNonDisease
NCIT:C2328	MONDO:excludeNonDisease
NCIT:C2329	MONDO:excludeNonDisease
NCIT:C233	MONDO:excludeNonDisease
NCIT:C2330	MONDO:excludeNonDisease
NCIT:C2331	MONDO:excludeNonDisease
NCIT:C2333	MONDO:excludeNonDisease
NCIT:C2334	MONDO:excludeNonDisease
NCIT:C2335	MONDO:excludeNonDisease
NCIT:C2336	MONDO:excludeNonDisease
NCIT:C2337	MONDO:excludeNonDisease
NCIT:C2338	MONDO:excludeNonDisease
NCIT:C2339	MONDO:excludeNonDisease
